,First,Last,Nickname,Ht,Wt,Reach,Stance,Win,Loss,Draw,Total Fights,Wt_numeric,Htcm
2438,James,Terry,Intensity,"5' 10""",170 lbs.,--,Orthodox,16,8,0,24,170,177.8
2439,Seohee,Ham,,"5' 2""",115 lbs.,"62.0""",Southpaw,16,8,0,24,115,157.48000000000002
2440,Daron,Cruickshank,Detroit Superstar,"5' 8""",155 lbs.,"72.0""",Switch,16,8,0,24,155,172.72
2441,Victor,Valimaki,The Matrix,"6' 0""",205 lbs.,--,Orthodox,16,8,0,24,205,182.88
2442,Jesse,Juarez,,"6' 1""",170 lbs.,--,Orthodox,16,8,0,24,170,185.42
2443,Chris,Wilson,The Professor,"6' 1""",170 lbs.,"75.0""",Orthodox,16,8,0,24,170,185.42
2444,Fabricio,Camoes,Morango,"5' 10""",155 lbs.,"73.0""",Orthodox,14,9,1,24,155,177.8
2445,Daiki,Hata,DJ Taiki,"5' 6""",139 lbs.,--,Orthodox,11,9,4,24,139,167.64000000000001
2446,Lodune,Sincaid,,"5' 9""",185 lbs.,--,Orthodox,15,9,0,24,185,175.26
2447,Tony,Fryklund,The Freak,"6' 0""",185 lbs.,--,Orthodox,14,9,1,24,185,182.88
2448,Kazuyuki,Fujita,Ironhead,"6' 0""",235 lbs.,--,Orthodox,15,9,0,24,265,182.88
2449,Joey,Beltran,The Mexicutioner,"6' 1""",185 lbs.,"75.0""",Orthodox,15,9,0,24,185,185.42
2450,James,Irvin,The Sandman,"6' 2""",205 lbs.,"75.0""",Orthodox,15,9,0,24,205,187.96
2451,Anthony,Hamilton,Freight Train,"6' 5""",260 lbs.,"76.0""",Orthodox,15,9,0,24,265,195.57999999999998
2452,Matt,Lee,,"5' 11""",155 lbs.,--,Orthodox,13,10,1,24,155,180.34
2453,Justin,Davis,Dangerous,"5' 11""",205 lbs.,--,,14,10,0,24,205,180.34
2454,Aaron,Miller,Blood Spiller,"5' 9""",145 lbs.,--,,14,10,0,24,145,175.26
2455,Rudy,Bears,,"5' 11""",170 lbs.,--,Southpaw,13,11,0,24,170,180.34
2456,Curtis,Stout,,"6' 1""",185 lbs.,--,Southpaw,11,12,1,24,185,185.42
2457,Kevin,Roddy,K-Rod,"5' 11""",145 lbs.,--,,10,13,1,24,145,180.34
2458,Wataru,Sakata,,"5' 9""",195 lbs.,--,Southpaw,11,13,0,24,195,175.26
2459,Daiju,Takase,,"6' 0""",170 lbs.,--,Southpaw,9,13,2,24,170,182.88
2460,Kengo,Watanabe,,"6' 4""",220 lbs.,--,Orthodox,8,13,3,24,265,193.04
2461,Philip,Preece,,"5' 8""",205 lbs.,--,Orthodox,10,14,0,24,205,172.72
2462,David,Abbott,Tank,"6' 0""",265 lbs.,--,Switch,10,14,0,24,265,182.88
2463,Thomas,Almeida,Thominhas,"5' 7""",135 lbs.,"70.0""",Southpaw,22,3,0,25,135,170.18
2464,Rustam,Khabilov,Tiger,"5' 8""",155 lbs.,"73.0""",Orthodox,22,3,0,25,155,172.72
2465,Robert,Whittaker,The Reaper,"6' 0""",185 lbs.,"73.0""",Orthodox,21,4,0,25,185,182.88
2466,Chris,Tuchscherer,The Crowbar,"6' 2""",258 lbs.,"76.0""",Orthodox,21,4,0,25,265,187.96
2467,Jason,Knight,The Kid,"5' 10""",145 lbs.,"71.0""",Orthodox,20,5,0,25,145,177.8
2468,Gadzhimurad,Antigulov,,"5' 11""",205 lbs.,"70.0""",Orthodox,20,5,0,25,205,180.34
2469,Takeshi,Inoue,Lion,"5' 8""",145 lbs.,--,,20,5,0,25,145,172.72
2470,Vitor,Ribeiro,Shaolin,"5' 8""",154 lbs.,--,Orthodox,20,5,0,25,154,172.72
2471,Damian,Grabowski,The Polish Pitbull,"6' 1""",241 lbs.,"75.0""",Orthodox,20,5,0,25,265,185.42
2472,Derrick,Lewis,The Black Beast,"6' 3""",260 lbs.,"79.0""",Orthodox,20,5,0,25,265,190.5
2473,Edson,Barboza,Junior,"5' 11""",155 lbs.,"75.0""",Orthodox,19,6,0,25,155,180.34
2474,Brian,Cobb,,"5' 11""",155 lbs.,--,Orthodox,19,6,0,25,155,180.34
2475,John,Moraga,Chicano,"5' 6""",125 lbs.,"66.0""",Orthodox,19,6,0,25,125,167.64000000000001
2476,Tonya,Evinger,Triple Threat,"5' 7""",145 lbs.,"70.0""",Orthodox,19,6,0,25,145,170.18
2477,Clay,French,,"5' 7""",161 lbs.,--,Southpaw,19,6,0,25,161,170.18
2478,Adrienna,Jenkins,AJ,"5' 8""",145 lbs.,--,,19,6,0,25,145,172.72
2479,Yui Chul,Nam,The Korean Bulldozer,"5' 9""",145 lbs.,"69.0""",Orthodox,18,6,1,25,145,175.26
2480,Derek,Campos,The Stallion,"5' 9""",155 lbs.,--,,19,6,0,25,155,175.26
2481,Crafton,Wallace,Blaze,"6' 0""",185 lbs.,--,Orthodox,18,6,1,25,185,182.88
2482,Will,Chope,The Kill,"6' 4""",145 lbs.,"76.0""",Switch,19,6,0,25,145,193.04
2483,Danny,Martinez,The Gremlin,"5' 6""",125 lbs.,"67.0""",Orthodox,18,7,0,25,125,167.64000000000001
2484,Joe,Soto,One Bad Mofo,"5' 6""",135 lbs.,"65.0""",Orthodox,18,7,0,25,135,167.64000000000001
2485,Miesha,Tate,Cupcake,"5' 6""",135 lbs.,"65.0""",Orthodox,18,7,0,25,135,167.64000000000001
2486,Atsushi,Yamamoto,,"5' 6""",139 lbs.,--,Orthodox,15,7,3,25,139,167.64000000000001
2487,Mike,Richman,The Marine,"5' 8""",135 lbs.,--,,18,7,0,25,135,172.72
2488,Ricardo,Lamas,The Bully,"5' 8""",145 lbs.,"71.0""",Orthodox,18,7,0,25,145,172.72
2489,Dan,Hooker,The Hangman,"6' 0""",155 lbs.,"75.0""",Switch,18,7,0,25,155,182.88
2490,Travis,Galbraith,The Gladiator,"6' 0""",170 lbs.,--,Orthodox,18,7,0,25,170,182.88
2491,Shawn,Jordan,The Savage,"6' 0""",260 lbs.,"75.0""",Southpaw,18,7,0,25,265,182.88
2492,Josh,Hendricks,,"6' 2""",235 lbs.,--,Southpaw,18,7,0,25,265,187.96
2493,Adam,Lynn,,"5' 10""",155 lbs.,--,Orthodox,17,8,0,25,155,177.8
2494,Chris,Cariaso,Kamikaze,"5' 3""",125 lbs.,"63.0""",Southpaw,17,8,0,25,125,160.02
2495,Tim,Elliott,,"5' 7""",135 lbs.,"66.0""",Southpaw,16,8,1,25,135,170.18
2496,Cole,Escovedo,Apache Kid,"5' 7""",135 lbs.,"72.0""",Orthodox,17,8,0,25,135,170.18
2497,Patricky,Freire,Pitbull,"5' 7""",155 lbs.,"71.0""",,17,8,0,25,155,170.18
2498,Terrion,Ware,Flash,"5' 8""",135 lbs.,"71.0""",Orthodox,17,8,0,25,135,172.72
2499,Rafael,Dias,,"5' 9""",145 lbs.,--,Orthodox,15,8,2,25,145,175.26
2500,CJ,Fernandes,,"6' 2""",170 lbs.,--,,14,8,3,25,170,187.96
2501,Stephan,Bonnar,The American Psycho,"6' 4""",205 lbs.,"78.0""",Orthodox,17,8,0,25,205,193.04
2502,David,Bielkheden,,"5' 10""",155 lbs.,"71.0""",Orthodox,16,9,0,25,155,177.8
2503,TJ,Waldburger,The Modern Day Warrior,"5' 11""",170 lbs.,"75.0""",Orthodox,16,9,0,25,170,180.34
2504,Eugene,Jackson,The Wolf,"5' 8""",185 lbs.,--,Orthodox,15,9,1,25,185,172.72
2505,Anthony,Njokuani,The Assassin,"6' 1""",155 lbs.,"75.0""",Orthodox,16,9,0,25,155,185.42
2506,Eric,Esch,Butterbean,"5' 11""",350 lbs.,--,Orthodox,14,10,1,25,300,180.34
2507,Lisa,Ellis,,"5' 4""",115 lbs.,"62.0""",,15,10,0,25,115,162.56
2508,Shayna,Baszler,The Queen of Spades,"5' 7""",135 lbs.,"67.0""",Orthodox,15,10,0,25,135,170.18
2509,Luiz,Azeredo,,"5' 9""",154 lbs.,--,Orthodox,15,10,0,25,154,175.26
2510,Alex,Schoenauer,,"6' 3""",185 lbs.,--,Orthodox,15,10,0,25,185,190.5
2511,Anthony,Perosh,The Hippo,"6' 3""",205 lbs.,"75.0""",Orthodox,15,10,0,25,205,190.5
2512,Alex,Caceres,Bruce Leeroy,"5' 10""",145 lbs.,"73.0""",Southpaw,14,11,0,25,145,177.8
2513,Josh,Haynes,Bring the Pain,"5' 9""",170 lbs.,--,Orthodox,14,11,0,25,170,175.26
2514,Dennis,Olson,,"6' 0""",170 lbs.,--,,14,11,0,25,170,182.88
2515,Chris,Guillen,,"6' 0""",240 lbs.,--,Orthodox,13,12,0,25,265,182.88
2516,Maurice,Smith,,"6' 2""",221 lbs.,--,Orthodox,12,13,0,25,265,187.96
2517,Josh,Bennett,,"6' 4""",259 lbs.,--,Orthodox,12,13,0,25,265,193.04
2518,Hiroyuki,Abe,Abe Ani,"5' 6""",145 lbs.,--,Orthodox,8,14,3,25,145,167.64000000000001
2519,Brad,Kohler,,"5' 9""",220 lbs.,--,Orthodox,11,14,0,25,265,175.26
2520,Khabib,Nurmagomedov,The Eagle,"5' 10""",155 lbs.,"70.0""",Orthodox,26,0,0,26,155,177.8
2521,Ronys,Torres,,"5' 7""",155 lbs.,--,Orthodox,22,4,0,26,155,170.18
2522,David,Branch,,"6' 1""",185 lbs.,"78.0""",Orthodox,22,4,0,26,185,185.42
2523,Fabricio,Guerreiro,,"5' 10""",145 lbs.,--,,21,5,0,26,145,177.8
2524,TJ,Grant,,"5' 10""",155 lbs.,"72.0""",Orthodox,21,5,0,26,155,177.8
2525,Jussier,Formiga,Formiga,"5' 5""",125 lbs.,"67.0""",Orthodox,21,5,0,26,125,165.1
2526,Marloes,Coenen,,"5' 9""",145 lbs.,"67.0""",,21,5,0,26,145,175.26
2527,Nikita,Krylov,The Miner,"6' 3""",205 lbs.,"77.0""",Orthodox,21,5,0,26,205,190.5
2528,Jessica,Aguilar,Jag,"5' 3""",115 lbs.,"63.0""",Orthodox,20,6,0,26,115,160.02
2529,Evan,Dunham,,"5' 10""",155 lbs.,"70.0""",Southpaw,18,7,1,26,155,177.8
2530,Viscardi,Andrade,,"5' 11""",170 lbs.,"75.0""",Orthodox,19,7,0,26,170,180.34
2531,Court,McGee,The Crusher,"5' 11""",170 lbs.,"75.0""",Orthodox,19,7,0,26,170,180.34
2532,Dustin,Ortiz,,"5' 5""",125 lbs.,"65.0""",Orthodox,19,7,0,26,125,165.1
2533,Kalindra,Faria,,"5' 7""",125 lbs.,--,Switch,18,7,1,26,125,170.18
2534,Riki,Fukuda,,"6' 0""",185 lbs.,"73.0""",Southpaw,19,7,0,26,185,182.88
2535,Francimar,Barroso,Bodao,"6' 1""",205 lbs.,"75.0""",Orthodox,19,7,0,26,205,185.42
2536,Forrest,Griffin,,"6' 3""",205 lbs.,"77.0""",Orthodox,19,7,0,26,205,190.5
2537,Travis,Browne,Hapa,"6' 6""",255 lbs.,"79.0""",Orthodox,18,7,1,26,265,198.12
2538,Hitomi,Akano,Girlfight Monster,"5' 4""",135 lbs.,--,Southpaw,18,8,0,26,135,162.56
2539,Alexandre,Barros,Baixinho,"5' 9""",170 lbs.,--,Southpaw,18,8,0,26,170,175.26
2540,Johny,Hendricks,Bigg Rigg,"5' 9""",185 lbs.,"69.0""",Southpaw,18,8,0,26,185,175.26
2541,Dylan,Andrews,The Villain,"6' 1""",185 lbs.,"73.0""",Switch,18,8,0,26,185,185.42
2542,Art,Santore,Pachuco,"6' 2""",185 lbs.,--,,18,8,0,26,185,187.96
2543,Dennis,Bermudez,The Menace,"5' 6""",145 lbs.,"66.0""",Orthodox,17,9,0,26,145,167.64000000000001
2544,Edson,Berto,Little Tiger,"5' 6""",155 lbs.,--,Orthodox,16,9,1,26,155,167.64000000000001
2545,Nick,Gonzalez,The Ghost,"5' 6""",155 lbs.,--,Orthodox,17,9,0,26,155,167.64000000000001
2546,Jorge,Ortiz,The Naked Man,"6' 0""",185 lbs.,--,Orthodox,16,9,1,26,185,182.88
2547,Scott,Smith,Hands of Steel,"6' 0""",185 lbs.,"70.0""",Orthodox,17,9,0,26,185,182.88
2548,Tom,Watson,Kong,"6' 1""",185 lbs.,"73.0""",Orthodox,17,9,0,26,185,185.42
2549,Sean,O'Connell,The Real OC,"6' 1""",205 lbs.,"74.0""",Orthodox,17,9,0,26,205,185.42
2550,Dan,Bobish,,"6' 2""",345 lbs.,--,Southpaw,17,9,0,26,300,187.96
2551,Luciano,Azevedo,,"6' 3""",161 lbs.,--,Orthodox,16,9,1,26,161,190.5
2552,Anthony,Morrison,Cheesesteak,"5' 7""",145 lbs.,--,Orthodox,16,10,0,26,145,170.18
2553,Levi,Avera,,"6' 1""",170 lbs.,--,,16,10,0,26,170,185.42
2554,Mark,Coleman,The Hammer,"6' 1""",205 lbs.,"75.0""",Orthodox,16,10,0,26,205,185.42
2555,Gian,Villante,,"6' 3""",205 lbs.,"76.0""",Orthodox,16,10,0,26,205,190.5
2556,Kazuhiro,Nakamura,Kaz,"5' 11""",205 lbs.,"70.0""",Orthodox,15,11,0,26,205,180.34
2557,Vaughan,Lee,,"5' 6""",125 lbs.,"66.0""",Orthodox,14,11,1,26,125,167.64000000000001
2558,Branden Lee,Hinkle,The Iron Lion,"6' 3""",235 lbs.,--,Orthodox,15,11,0,26,265,190.5
2559,Mark,Kerr,The Smashing Machine,"6' 3""",266 lbs.,--,Switch,15,11,0,26,300,190.5
2560,Mark,Hunt,Super Samoan,"5' 10""",265 lbs.,"72.0""",Orthodox,13,12,1,26,265,177.8
2562,Anatoly,Tokov,,"5' 10""",185 lbs.,--,,25,2,0,27,185,177.8
2563,Michel,Prazeres,Tractor,"5' 6""",170 lbs.,"67.0""",Orthodox,25,2,0,27,170,167.64000000000001
2564,Douglas,Silva de Andrade,D Silva,"5' 7""",135 lbs.,"68.0""",Orthodox,25,2,0,27,135,170.18
2565,Tony,Ferguson,El Cucuy,"5' 11""",155 lbs.,"76.0""",Orthodox,24,3,0,27,155,180.34
2566,Dong Hyun,Kim,Stun Gun,"6' 2""",170 lbs.,"76.0""",Southpaw,22,4,1,27,170,187.96
2567,Marlon,Moraes,Magic,"5' 6""",135 lbs.,"67.0""",Orthodox,21,5,1,27,135,167.64000000000001
2568,Roger,Huerta,El Matador,"5' 9""",155 lbs.,"70.0""",Orthodox,21,5,1,27,155,175.26
2569,Rick,Glenn,The Gladiator,"6' 0""",145 lbs.,"70.0""",Southpaw,21,5,1,27,145,182.88
2570,Soa,Palelei,The Hulk,"6' 4""",265 lbs.,"81.0""",Orthodox,22,5,0,27,265,193.04
2571,Frank,Camacho,The Crank,"5' 10""",170 lbs.,"73.0""",Orthodox,21,6,0,27,170,177.8
2572,Sherron,Leggett,Rob Roy,"5' 8""",155 lbs.,--,Southpaw,21,6,0,27,155,172.72
2573,Marcos,Vinicius,Vina,"5' 9""",125 lbs.,"70.0""",Orthodox,20,6,1,27,125,175.26
2574,Zak,Cummings,,"6' 0""",170 lbs.,"75.0""",Southpaw,21,6,0,27,170,182.88
2575,Julian,Erosa,Juicy J,"6' 1""",145 lbs.,"75.0""",Southpaw,21,6,0,27,145,185.42
2576,Dave,Herman,,"6' 4""",242 lbs.,"76.0""",Orthodox,21,6,0,27,265,193.04
2577,Kiichi,Kunimoto,Strasser,"5' 10""",170 lbs.,"71.0""",Orthodox,18,7,2,27,170,177.8
2578,Ian,Freeman,The Machine,"5' 11""",225 lbs.,--,Orthodox,19,7,1,27,265,180.34
2579,Antonio,Banuelos,,"5' 5""",135 lbs.,"63.0""",Orthodox,19,7,1,27,135,165.1
2580,Kotetsu,Boku,,"5' 9""",154 lbs.,--,Orthodox,18,7,2,27,154,175.26
2581,Martin,Kampmann,The Hitman,"6' 0""",170 lbs.,"72.0""",Orthodox,20,7,0,27,170,182.88
2582,Justin,Eilers,The Hammer,"6' 1""",235 lbs.,--,Orthodox,19,7,1,27,265,185.42
2583,Dan,Christison,The Sandman,"6' 8""",265 lbs.,--,Orthodox,20,7,0,27,265,203.2
2584,John,Hosman,,"5' 10""",135 lbs.,--,Southpaw,18,8,1,27,135,177.8
2585,Charlie,Brenneman,The Spaniard,"5' 10""",155 lbs.,"72.0""",Orthodox,19,8,0,27,155,177.8
2586,Kuniyoshi,Hironaka,,"5' 10""",168 lbs.,"70.0""",Orthodox,19,8,0,27,168,177.8
2587,Karo,Parisyan,The Heat,"5' 10""",170 lbs.,"72.0""",Orthodox,19,8,0,27,170,177.8
2588,Dong Hyun,Kim,Maestro,"5' 11""",155 lbs.,"70.0""",Orthodox,16,8,3,27,155,180.34
2589,Zach,Makovsky,Fun Size,"5' 4""",125 lbs.,"64.0""",Southpaw,19,8,0,27,125,162.56
2590,Alexis,Davis,,"5' 6""",125 lbs.,"68.0""",Orthodox,19,8,0,27,125,167.64000000000001
2591,Drew,Dober,,"5' 8""",170 lbs.,"70.0""",Southpaw,19,8,0,27,170,172.72
2592,Rob,McCullough,Razor,"5' 9""",155 lbs.,"69.0""",Orthodox,19,8,0,27,155,175.26
2593,Jason,Ireland,The Irish Tornado,"5' 9""",161 lbs.,--,Southpaw,18,8,1,27,161,175.26
2594,Pedro,Otavio,Te Pedro,"6' 3""",245 lbs.,--,Orthodox,19,8,0,27,265,190.5
2595,Chuck,Grigsby,The Reverend,"6' 6""",205 lbs.,--,Orthodox,19,8,0,27,205,198.12
2596,David,Hulett,Hollywood,"5' 10""",170 lbs.,--,,18,9,0,27,170,177.8
2597,Justin,Guthrie,,"6' 1""",170 lbs.,--,,18,9,0,27,170,185.42
2598,CB,Dollaway,The Doberman,"6' 2""",185 lbs.,"76.0""",Orthodox,18,9,0,27,185,187.96
2599,James,Te Huna,,"6' 2""",185 lbs.,"75.0""",Orthodox,18,9,0,27,185,187.96
2600,Hiroyuki,Takaya,Streetfight Bancho,"5' 6""",139 lbs.,--,Orthodox,16,10,1,27,139,167.64000000000001
2601,Ryan,Roberts,,"5' 6""",155 lbs.,--,Orthodox,16,10,1,27,155,167.64000000000001
2602,Danny,Castillo,Last Call,"5' 9""",155 lbs.,"71.0""",Orthodox,17,10,0,27,155,175.26
2603,Antonio,Mendes,Samurai,"6' 3""",205 lbs.,"77.0""",Southpaw,17,10,0,27,205,190.5
2604,Alvin,Cacdac,,"5' 6""",125 lbs.,--,Orthodox,16,11,0,27,125,167.64000000000001
2605,Scott,Jorgensen,Young Guns,"5' 5""",135 lbs.,"66.0""",Orthodox,15,12,0,27,135,165.1
2606,Jason,Von Flue,Live Wire,"6' 0""",170 lbs.,--,Orthodox,14,12,1,27,170,182.88
2607,Michihiro,Omigawa,,"5' 6""",145 lbs.,"68.0""",Orthodox,13,13,1,27,145,167.64000000000001
2609,Cody,Carrillo,,"5' 10""",155 lbs.,--,,11,16,0,27,155,177.8
2610,Mike,Bourke,The Rhino,"6' 0""",275 lbs.,--,Orthodox,10,16,1,27,300,182.88
2611,Georges,St-Pierre,Rush,"5' 11""",185 lbs.,"76.0""",Orthodox,26,2,0,28,185,180.34
2612,Jason,Black,The Black Legion,"5' 8""",155 lbs.,--,Orthodox,23,4,1,28,155,172.72
2613,Paulo,Filho,,"5' 8""",185 lbs.,--,Southpaw,22,4,2,28,185,172.72
2614,Ulka,Sasaki,Ulka,"5' 10""",125 lbs.,"71.0""",Southpaw,21,5,2,28,125,177.8
2615,Norman,Parke,Stormin',"5' 11""",155 lbs.,"70.0""",,22,5,1,28,155,180.34
2616,Jordan,Radev,,"5' 7""",185 lbs.,--,Southpaw,23,5,0,28,185,170.18
2617,Benson,Henderson,Smooth,"5' 9""",170 lbs.,"70.0""",Southpaw,23,5,0,28,170,175.26
2618,Ryan,Bader,Darth,"6' 2""",205 lbs.,"74.0""",Orthodox,23,5,0,28,205,187.96
2619,Johnny,Case,Hollywood,"5' 10""",155 lbs.,"72.0""",Orthodox,22,6,0,28,155,177.8
2620,Tiago,Trator,Trator,"5' 9""",145 lbs.,"70.0""",Orthodox,20,6,2,28,145,175.26
2621,Francisco,Trinaldo,Massaranduba,"5' 9""",155 lbs.,"70.0""",Southpaw,22,6,0,28,155,175.26
2622,Jesse,Sanders,,"6' 0""",170 lbs.,--,Orthodox,22,6,0,28,170,182.88
2623,Anthony,Johnson,Rumble,"6' 2""",205 lbs.,"78.0""",Orthodox,22,6,0,28,205,187.96
2624,Desmond,Green,The Predator,"5' 10""",155 lbs.,"73.0""",Southpaw,21,7,0,28,155,177.8
2625,Anthony,Pettis,Showtime,"5' 10""",155 lbs.,"72.0""",Orthodox,21,7,0,28,155,177.8
2626,Benji,Radach,Razor,"5' 10""",185 lbs.,--,Orthodox,21,7,0,28,185,177.8
2627,John,Phillips,The Welsh Wrecking Machine,"5' 11""",185 lbs.,"75.0""",Southpaw,21,7,0,28,185,180.34
2628,Mitsuhiro,Ishida,The Endless Warrior,"5' 6""",154 lbs.,--,Southpaw,20,7,1,28,154,167.64000000000001
2629,Gabriel,Benitez,Moggly,"5' 8""",145 lbs.,"71.0""",Southpaw,21,7,0,28,145,172.72
2630,Neil,Magny,,"6' 3""",170 lbs.,"80.0""",Orthodox,21,7,0,28,170,190.5
2631,Bill,Mahood,The Butcher,"6' 3""",200 lbs.,--,Orthodox,20,7,1,28,200,190.5
2632,Abner,Lloveras,Skullman,"5' 11""",155 lbs.,"71.0""",,19,8,1,28,155,180.34
2633,Chase,Beebe,,"5' 7""",135 lbs.,"67.0""",Orthodox,19,8,1,28,135,170.18
2634,Henry,Briones,Bure,"5' 8""",135 lbs.,"69.0""",,19,8,1,28,135,172.72
2635,Eric,Wisely,Little Lee,"5' 8""",145 lbs.,--,Southpaw,19,8,1,28,145,172.72
2636,Ross,Ebanez,The Boss,"5' 9""",154 lbs.,--,Southpaw,20,8,0,28,154,175.26
2637,Daniel,Omielanczuk,,"6' 0""",247 lbs.,"74.0""",Southpaw,19,8,1,28,265,182.88
2638,Brian,Kelleher,Boom,"5' 6""",135 lbs.,"66.0""",Switch,19,9,0,28,135,167.64000000000001
2639,Leigh,Remedios,Bulldog,"5' 7""",155 lbs.,--,Orthodox,17,9,2,28,155,170.18
2640,Rick,Story,The Horror,"5' 9""",170 lbs.,"71.0""",Southpaw,19,9,0,28,170,175.26
2641,Erick,Silva,The Tiger,"6' 0""",170 lbs.,"74.0""",Orthodox,19,9,0,28,170,182.88
2642,Jorge,Rivera,El Conquistador,"6' 1""",185 lbs.,"73.0""",Orthodox,19,9,0,28,185,185.42
2643,Tae Hyun,Bang,The Korean Cowboy,"5' 9""",155 lbs.,"71.0""",Switch,18,10,0,28,155,175.26
2644,Gabriel,Gonzaga,Napao,"6' 2""",242 lbs.,"76.0""",Orthodox,17,11,0,28,265,187.96
2645,Marcio,Navarro,The Locomotive,"6' 0""",155 lbs.,--,,14,14,0,28,155,182.88
2646,Mike,Seal,Crazy Boy,"6' 4""",185 lbs.,--,Orthodox,13,14,1,28,185,193.04
2647,Bryan,Pardoe,Pain Inducer,"6' 1""",205 lbs.,--,Orthodox,12,16,0,28,205,185.42
2648,Katsuhisa,Fujii,Shamoji,"6' 0""",205 lbs.,--,Orthodox,9,18,1,28,205,182.88
2649,Daniel,McWilliams,The Animal,"6' 1""",185 lbs.,--,,9,19,0,28,185,185.42
2650,Megumi,Fujii,Mega Megu,"5' 3""",113 lbs.,--,,26,3,0,29,113,160.02
2651,Georgi,Karakhanyan,Insane,"5' 8""",145 lbs.,--,,24,4,1,29,145,172.72
2652,Isao,Kobayashi,,"5' 8""",145 lbs.,--,,21,4,4,29,145,172.72
2653,Rousimar,Palhares,Toquinho,"5' 8""",170 lbs.,"71.0""",Orthodox,24,5,0,29,170,172.72
2654,Dustin,Poirier,The Diamond,"5' 9""",155 lbs.,"72.0""",Southpaw,24,5,0,29,155,175.26
2655,Alejandro,Perez,Turbo,"5' 6""",135 lbs.,"67.0""",Orthodox,22,6,1,29,135,167.64000000000001
2656,Frankie,Edgar,The Answer,"5' 6""",145 lbs.,"68.0""",Orthodox,22,6,1,29,145,167.64000000000001
2657,Motonobu,Tezuka,,"5' 7""",135 lbs.,"66.0""",Southpaw,19,6,4,29,135,170.18
2658,Dokonjonosuke,Mishima,,"5' 7""",155 lbs.,--,Southpaw,20,7,2,29,155,170.18
2659,Pat,Curran,Paddy Mike,"5' 9""",145 lbs.,--,,22,7,0,29,145,175.26
2660,Gilbert,Melendez,El Nino,"5' 9""",145 lbs.,"73.0""",Orthodox,22,7,0,29,145,175.26
2661,Marcus,LeVesseur,The Prospect,"5' 9""",155 lbs.,"70.0""",Southpaw,22,7,0,29,155,175.26
2662,Jack,Marshman,The Hammer,"6' 0""",170 lbs.,"73.0""",Orthodox,22,7,0,29,170,182.88
2663,Jan,Blachowicz,,"6' 2""",205 lbs.,"78.0""",Orthodox,22,7,0,29,205,187.96
2664,Stevie,Ray,Braveheart,"5' 10""",155 lbs.,"70.0""",Southpaw,21,8,0,29,155,177.8
2665,Josh,Thomson,The Punk,"5' 10""",155 lbs.,"71.0""",Orthodox,21,8,0,29,155,177.8
2666,Luis,Ramos,Beicao,"5' 8""",170 lbs.,--,Orthodox,19,8,2,29,170,172.72
2667,Ildemar,Alcantara,Marajo,"6' 2""",185 lbs.,"78.0""",Orthodox,21,8,0,29,185,187.96
2668,Chuck,Liddell,The Iceman,"6' 2""",205 lbs.,"76.0""",Orthodox,21,8,0,29,205,187.96
2669,Bubba,McDaniel,The Menace,"6' 3""",185 lbs.,"75.0""",Southpaw,21,8,0,29,185,190.5
2670,Marcus,Davis,The Irish Hand Grenade,"5' 10""",170 lbs.,"70.0""",Southpaw,20,9,0,29,170,177.8
2671,Eiji,Mitsuoka,,"5' 7""",145 lbs.,--,Southpaw,18,9,2,29,145,170.18
2672,Egidijus,Valavicius,,"6' 0""",200 lbs.,--,Orthodox,20,9,0,29,200,182.88
2673,Ryan,Healy,The Irish Assassin,"6' 1""",155 lbs.,--,Orthodox,19,9,1,29,155,185.42
2674,Mike,Kyle,MAK,"6' 4""",205 lbs.,"77.0""",Orthodox,19,9,1,29,205,193.04
2675,Josh,Koscheck,,"5' 10""",170 lbs.,"73.0""",Orthodox,19,10,0,29,170,177.8
2676,Bao,Quach,,"5' 3""",145 lbs.,--,Orthodox,18,10,1,29,145,160.02
2677,Felipe,Arantes,Sertanejo,"5' 8""",135 lbs.,"73.0""",Orthodox,18,10,1,29,135,172.72
2678,Pedro,Rizzo,The Rock,"6' 1""",241 lbs.,--,Orthodox,19,10,0,29,265,185.42
2679,Keith,Jardine,The Dean of Mean,"6' 2""",185 lbs.,"76.0""",Orthodox,17,10,2,29,185,187.96
2680,Manvel,Gamburyan,The Anvil,"5' 5""",135 lbs.,"67.0""",Orthodox,18,11,0,29,135,165.1
2681,Daniel,Pineda,The Pit,"5' 7""",145 lbs.,"69.0""",Orthodox,18,11,0,29,145,170.18
2682,Akitoshi,Tamura,The Ironman,"5' 9""",135 lbs.,"70.0""",Orthodox,16,11,2,29,135,175.26
2683,Seth,Baczynski,The Polish Pistola,"6' 3""",170 lbs.,"74.0""",Orthodox,18,11,0,29,170,190.5
2684,Tito,Ortiz,The People's Champ,"6' 3""",205 lbs.,"74.0""",Orthodox,17,11,1,29,205,190.5
2685,Frank,Mir,,"6' 3""",264 lbs.,"79.0""",Southpaw,18,11,0,29,265,190.5
2686,Damien,Brown,Beatdown,"5' 10""",155 lbs.,"68.0""",Orthodox,17,12,0,29,155,177.8
2687,Yoko,Takahashi,,"5' 8""",150 lbs.,--,,15,12,2,29,150,172.72
2688,Ryuki,Ueyama,,"5' 11""",180 lbs.,--,Southpaw,11,13,5,29,180,180.34
2689,Neil,Seery,2Tap,"5' 4""",125 lbs.,"64.0""",Orthodox,16,13,0,29,125,162.56
2690,Julie,Kedzie,,"5' 5""",135 lbs.,"64.0""",Orthodox,16,13,0,29,135,165.1
